252.216,373.495,312.435,141.636,381.401,66.9814,64.982,43.2369,377.273,363.152,28.6025,104.312,407.834,282.833,257.548,323.614,52.8071,95.4261,475.449,460.175,58.4345,98.4413,362.21,326.066,447.371,252.599,371.997,292.626,58.8623,440.532,154.478,427.401,207.164,74.6124,319.529,77.8456,2.82499,211.404,45.2635,312.68
483.78,256.327,157.61,480.826,203.601,373.096,253.371,340.134,112.619,77.5276,316.345,117.988,111.806,262.808,298.593,48.8905,298.934,253.924,377.35,381.593,59.4154,393.449,113.952,30.4078,458.847,485.26,291.524,130.151,374.962,44.2786,213.513,117.801,397.384,299.704,30.1548,276.67,357.583,371.037,88.259,367.583
67.1336,361.287,68.5172,320.427,79.4698,301.223,281.155,328.398,137.256,251.594,40.2443,164.61,344.001,95.1132,320.946,278.782,164.453,396.091,152.352,364.905,345.725,49.3437,64.7382,388.352,214.789,425.87,487.305,310.044,244.58,344.905,420.144,227.209,260.142,145.162,275.022,352.058,472.677,381.848,383.134,49.1028
101.731,459.625,266.169,378.051,367.485,380.747,314.257,189.227,2.38696,103.485,364.42,130.942,154.976,327.787,280.3,251.712,466.053,467.307,188.564,54.8382,54.3017,55.4456,141.206,332.511,74.3335,92.7486,179.428,77.2181,231.545,228.021,237.914,246.876,338.809,4.72384,173.221,116.075,56.9551,147.839,438.809,326.689
355.558,449.428,307.092,101.995,377.463,224.901,462.933,284.538,493.103,78.1154,180.414,253.786,18.4868,62.7874,403.497,37.7804,221.333,4.02645,342.179,176.269,227.465,138.317,364.613,373.125,103.426,207.764,448.439,218.559,306.515,29.5206,208.983,473.666,450.726,55.8591,43.7414,151.603,391.888,166.972,355.063,284.528
293.148,283.749,305.996,70.0278,59.0166,247.175,419.486,400.19,152.476,343.162,283.256,313.024,310.767,228.583,367.387,161.137,117.526,486.875,459.855,166.347,210.158,22.0954,161.709,283.983,214.043,287.567,84.7327,440.937,440.239,54.3371,300.802,270.403,384.311,112.085,337.117,484.51,288.452,449.799,117.251,247.507
353.14,420.247,300.115,68.0911,462.419,359.446,341.396,67.2742,419.287,75.8541,180.389,483.345,230.386,303.146,291.61,100.408,290.339,255.433,444.519,272.166,192.606,423.212,29.3055,146.008,488.551,66.7648,254.498,215.228,345.109,210.485,210.378,55.065,290.553,330.204,81.3077,38.7362,119.113,243.051,297.718,425.412
179.344,50.1616,218.809,201.764,121.145,308.247,43.8128,272.953,50.5971,306.368,116.658,218.64,297.817,266.28,121.365,490.851,27.9961,436.509,194.527,65.7468,347.181,463.733,309.488,436.385,382.253,27.263,79.7542,21.9828,363.842,175.359,398.168,175.196,453.32,190.689,386.404,368.654,212.672,128.894,483.09,255.303
295.456,403.161,370.401,157.402,429.116,351.531,419.289,343.803,138.289,437.601,44.4538,347.497,493.292,138.709,54.7076,49.018,34.5044,105.544,353.996,360.378,125.68,290.565,314.085,336.322,129.844,254.309,104.836,179.977,382.258,312.78,38.3488,60.3624,63.1519,417.493,22.0909,353.699,304.996,390.637,74.4103,463.953
145.878,458.421,339.365,204.153,232.74,267.859,186.607,77.7459,341.231,286.399,69.3428,85.5869,215.508,240.66,78.6731,122.109,162.994,172.408,238.641,59.1477,398.065,325.86,70.0312,76.5578,355.392,291.345,384.568,362.12,328.679,35.6868,177.758,250.334,321.132,296.205,170.708,77.1501,398.374,203.584,455.296,122.98
34.2239,115.109,157.557,346.316,258.828,85.0952,48.32,117.755,9.74691,160.917,301.542,449.461,297.389,18.0453,287.24,96.1821,361.317,334.373,416.609,329.771,498.465,157.838,2.34872,262.696,180.267,313.355,379.484,84.2951,187.488,70.7055,372.644,133.775,8.35701,98.0629,475.228,301.883,40.596,323.752,42.6391,300.085
6.14542,77.0131,56.3364,315.786,229.044,220.1,272.951,51.702,152.704,390.272,200.493,281.04,329.312,450.792,368.27,214.232,404.322,252.729,378.944,161.502,2.38586,86.9686,470.753,302.771,32.7365,252.373,338.411,228.481,2.26109,237.122,79.9509,5.12339,317.976,455.791,373.729,371.038,462.267,178.436,241.707,174.794
476.997,498.854,394.491,52.2836,226.645,151.147,425.134,472.2,429.817,431.918,330.239,336.179,98.4986,222.635,222.949,399.534,243.837,479.813,457.204,58.4875,410.408,467.978,317.748,263.625,170.352,27.7506,446.884,246.272,82.4815,374.445,340.424,20.5225,373.105,25.0347,485,484.586,430.302,170.625,225.703,191.817
260.764,346.788,150.497,399.796,77.2897,201.335,150.558,350.636,250.809,106.212,434.127,352.391,310.844,408.613,351.979,381.372,195.703,81.0177,231.21,477.426,353.232,11.8987,389.188,437.035,273.514,352.69,108.016,218.52,142.062,226.145,445.959,149.778,112.955,153.201,446.172,459.555,281.089,50.1969,250.941,469.269
142.867,23.1017,332.82,362.083,476.249,165.34,115.855,195.18,255.138,190.571,5.69505,494.494,312.442,253.966,374.624,247.432,21.1942,200.9,124.198,382.116,77.9336,110.381,292.863,435.748,419.668,465.561,1.04182,455.035,259.231,270.293,434.195,29.4836,123.574,179.192,481.872,477.652,286.327,334.208,85.3121,385.58
293.428,485.816,409.926,280.019,238.19,95.5146,342.748,73.4933,320.846,315.07,326.518,459.899,337.443,34.9885,407.417,291.572,293.373,152.994,447.989,414.424,460.571,238.931,370.98,460.266,360.152,178.286,308.474,87.3825,100.504,407.273,404.436,116.878,456.102,256.473,382.811,351.352,322.198,175.793,81.5411,66.2285
208.146,419.45,96.1387,207.537,496.779,168.704,355.518,254.563,396.953,303.742,484.64,492.659,280.608,48.928,5.45111,142.447,194.865,103.908,255.699,376.795,196.149,119.091,474.272,204.678,78.9794,58.814,164.975,120.188,402.732,218.601,412.58,352.388,33.3986,391.062,343.272,84.6162,67.6943,67.0154,309.088,448.237
349.274,173.286,91.8837,65.4522,370.275,448.244,156.532,232.021,170.973,25.9141,242.663,43.1146,486.392,148.519,474.939,416.774,44.0405,405.541,71.6227,101.42,442.155,481.922,151.39,60.4021,248.928,359.75,57.6951,420.118,150.176,84.9892,233.944,369.849,391.673,355.825,448.776,107.472,96.1829,410.851,225.5,162.866
95.2605,20.0715,194.589,46.2943,360.807,194.076,170.188,218.908,103.586,61.0383,266.054,387.121,479.726,326.526,43.0782,490.843,10.8633,412.767,178.369,187.798,184.411,248.669,287.585,485.479,209.151,456.385,472.234,322.032,444.692,36.8155,290.589,455.134,492.563,372.577,258.229,422.22,215.052,498.745,247.996,120.707
10.7786,29.8363,101.218,391.698,85.8798,84.6412,244.695,128.02,148.049,167.19,95.2627,499.257,140.526,34.3096,254.378,411.21,399.068,361.731,466.713,370.901,444.53,309.571,227.148,234.818,3.37755,297.822,172.718,10.2015,462.234,97.4043,376.556,450.135,165.614,211.848,114.61,448.169,136.54,85.9826,394.863,242.381
217.082,165.08,151.114,154.056,161.587,158.794,161.012,182.253,22.4641,484.242,340.37,355.563,347.996,206.69,428.114,472.493,147.726,474.762,431.705,218.109,419.055,174.122,334.064,100.182,316.809,110.902,309.983,409.362,343.643,235.28,393.142,7.07025,493.818,54.7909,293.942,353.509,69.685,356.046,326.921,200.489
155.002,474.815,61.0062,424.855,26.5508,252.434,64.7385,399.797,488.778,199.126,149.902,402.238,469.55,157.962,28.2597,289.802,447.042,458.684,77.952,59.6961,305.058,442.479,488.292,453.111,474.366,92.589,42.4879,6.62784,177.768,423.743,287.976,349.517,5.79569,17.6916,68.0155,31.4299,436.084,240.876,97.6338,169.216
190.852,259.263,466.989,318.044,97.5236,7.69084,29.0122,242.666,291.876,312.143,234.657,137.237,177.072,392.779,97.4581,91.3775,131.199,339.209,94.5516,196.718,474.396,426.152,408.847,408.519,334.083,91.3097,180.985,315.467,338.713,183.064,189.584,481.553,81.9278,49.6609,85.8304,410.312,307.623,496.401,28.4627,286.018
435.284,219.691,398.215,456.094,124.253,12.691,134.831,165.891,193.659,99.07,48.9188,90.7261,283.879,356.099,17.2371,409.72,104.507,450.829,191.72,26.7908,129.709,57.9013,89.5641,184.996,438.634,477.568,23.5691,210.638,257.413,489.861,433.92,203.093,343.046,157.023,11.2862,152.628,33.5529,442.705,54.9662,132.49
217.881,263.947,238.477,490.576,398.174,338.732,107.44,407.773,424.303,201.209,480.994,162.921,177.376,316.4,311.52,39.2766,157.07,240.343,384.394,221.186,321.135,475.459,40.112,189.418,407.338,297.633,140.151,294.539,296.291,428.515,418.266,188.153,110.185,349.423,167.642,386.399,238.873,392.299,407.589,137.344
314.005,298.483,20.6055,345.885,95.9644,492.837,476.627,244.433,93.5895,30.2336,45.8387,116.723,329.291,82.8258,33.1956,183.622,185.493,318.817,315.785,17.3529,374.488,242.91,353.293,170.139,212.531,499.028,446.763,113.211,448.1,393.858,60.4001,435.148,245.421,349.799,403.108,66.0281,135.758,443.998,164.477,447.316
285.834,252.703,104.983,244.087,448.899,210.251,445.33,175.021,465.521,88.4643,306.134,173.436,404.198,18.0051,342.029,227.292,170.712,369.309,78.6312,443.229,230.271,321.961,481.622,359.401,429.873,16.5914,90.0894,407.754,74.1634,498.145,391.544,76.8231,374.093,177.06,469.122,78.3724,361.419,498.018,354.193,3.74158
277.968,197.398,241.879,490.547,322.68,16.8341,361.759,2.05227,95.9489,33.3379,365.469,93.162,81.5056,371.598,332.02,253.252,490.885,134.61,338.764,243.869,488.244,269.031,460.654,269.067,420.987,118.717,361.061,52.9265,157.834,61.3792,189.544,446.74,491.402,340.981,6.49378,308.218,117.237,51.6241,366.902,72.0623
327.628,336.229,323.153,478.346,1.36154,360.147,305.977,243.266,282.047,211.501,154.979,274.809,386.647,204.763,405.505,352.359,283.388,218.814,484.677,409.074,321.518,446.482,53.0223,201.703,148.144,444.045,398.978,75.1521,285.59,110.931,439.958,194.513,218.967,11.0946,92.3659,61.5348,218.968,47.2928,36.9405,302.842
491.094,245.726,470.153,348.546,71.5092,414.154,340.053,75.1374,380.749,300.443,124.284,381.191,100.911,291.905,229.986,276.628,190.934,415.65,352.084,333.304,455.599,176.172,452.555,295.04,421.052,366.622,479.374,151.763,452.817,218.593,434.207,405.71,227.198,125.908,408.775,371.873,135.456,405.174,166.057,461.904
